,id,carat,cut,color,clarity,depth,table,x,y,z,price
2885,2886,1.63,Ideal,F,VS1,61.6,57.0,7.53,7.61,4.66,18179
2886,2887,0.58,Ideal,F,VVS2,62.0,56.0,5.32,5.36,3.31,2509
2887,2888,0.26,Premium,H,VS1,62.3,59.0,4.1,4.06,2.54,491
2888,2889,1.2,Ideal,D,SI2,61.7,56.0,6.88,6.81,4.22,6740
2889,2890,0.31,Ideal,E,VVS1,61.3,56.0,4.39,4.43,2.7,1064
2890,2891,0.24,Ideal,E,SI1,62.5,56.0,4.01,3.99,2.5,486
2891,2892,1.16,Premium,H,SI2,61.8,58.0,6.81,6.75,4.19,4872
2892,2893,1.31,Ideal,J,SI1,62.5,56.0,6.95,7.04,4.37,6337
2893,2894,1.34,Ideal,J,VS1,62.0,57.0,7.04,7.12,4.39,5748
2894,2895,1.0,Very Good,F,VS2,62.8,57.0,6.29,6.35,3.97,6957
2895,2896,0.65,Very Good,I,IF,61.0,55.0,5.65,5.73,3.47,2332
2896,2897,0.43,Premium,G,SI1,62.7,56.0,4.83,4.8,3.02,968
2897,2898,1.06,Premium,I,SI2,61.5,58.0,6.59,6.55,4.04,3847
2898,2899,0.55,Very Good,G,VVS2,57.1,63.0,5.39,5.47,3.1,1879
2899,2900,0.34,Ideal,F,VS1,62.1,57.0,4.49,4.53,2.8,745
2900,2901,0.37,Premium,I,VS1,,59.0,4.61,4.55,2.81,749
2901,2902,0.31,Ideal,D,SI1,61.3,56.0,4.36,4.41,2.69,565
2902,2903,0.41,Very Good,D,VVS1,62.7,56.0,4.74,4.77,2.98,1349
2903,2904,0.86,Ideal,D,SI2,60.2,56.0,6.16,6.19,3.72,3284
2904,2905,0.58,Ideal,F,VS1,62.1,56.0,5.32,5.38,3.32,1983
2905,2906,0.34,Premium,E,SI1,61.8,58.0,4.5,4.47,2.77,765
2906,2907,0.5,Fair,E,VS2,65.4,57.0,5.01,4.81,3.21,1397
2907,2908,3.01,Premium,F,I1,62.2,56.0,9.24,9.13,5.73,9925
2908,2909,1.56,Ideal,G,VS2,61.3,56.0,7.48,7.5,4.59,14237
2909,2910,1.01,Good,H,VS2,64.4,58.0,6.18,6.24,4.0,5331
2910,2911,0.8,Premium,F,VS2,62.1,60.0,5.92,5.86,3.66,3502
2911,2912,0.51,Very Good,I,SI2,60.5,56.0,5.23,5.25,3.17,1105
2912,2913,0.72,Very Good,E,SI2,59.7,59.0,5.77,5.82,3.46,2655
2913,2914,0.4,Premium,G,VS2,60.4,58.0,4.75,4.78,2.88,753
2914,2915,1.0,Premium,F,SI1,62.1,59.0,6.36,6.39,3.96,5060
2915,2916,0.3,Ideal,F,VVS1,62.5,57.0,4.26,4.29,2.67,814
2916,2917,0.5,Very Good,G,SI1,62.1,59.0,5.09,5.12,3.17,1237
2917,2918,1.01,Premium,D,VS1,62.4,58.0,6.38,6.41,3.99,8265
2918,2919,0.3,Very Good,H,VVS2,60.8,58.0,4.34,4.37,2.65,605
2919,2920,2.01,Ideal,G,SI1,62.1,57.0,8.07,8.09,5.02,18736
2920,2921,1.08,Ideal,I,SI1,62.6,54.0,6.56,6.51,4.09,5141
2921,2922,0.31,Ideal,G,VVS1,61.7,57.0,4.34,4.38,2.69,816
2922,2923,1.01,Good,F,VS2,60.8,61.0,6.42,6.45,3.91,6271
2923,2924,0.75,Ideal,J,SI2,60.8,57.0,5.91,5.87,3.58,1944
2924,2925,0.55,Ideal,H,SI2,62.2,54.0,5.28,5.3,3.29,1057
2925,2926,1.22,Premium,H,VS2,60.8,59.0,6.93,6.86,4.19,7310
2926,2927,0.33,Premium,G,VVS2,,59.0,4.46,4.41,2.75,965
2927,2928,1.3,Ideal,F,VVS2,62.1,55.0,7.04,6.96,4.35,12745
2928,2929,1.21,Very Good,H,VS1,62.0,58.0,6.76,6.91,4.24,7279
2929,2930,0.31,Ideal,D,SI1,62.3,54.0,4.33,4.37,2.71,571
2930,2931,0.34,Premium,H,VS2,61.3,60.0,4.47,4.53,2.76,537
2931,2932,0.31,Ideal,E,VVS1,61.3,56.0,4.38,4.4,2.69,865
2932,2933,0.9,Very Good,G,VVS2,61.4,60.0,6.18,6.23,3.81,5640
2933,2934,0.96,Premium,E,SI2,62.6,60.0,6.32,6.26,3.94,4113
2934,2935,0.3,Premium,I,VS1,60.4,58.0,4.4,4.34,2.64,608
2935,2936,0.7,Good,G,SI2,59.4,61.0,5.77,5.81,3.44,1948
2936,2937,0.78,Ideal,D,SI1,61.9,57.0,5.91,5.86,3.64,2799
2937,2938,0.7,Very Good,F,SI1,62.9,59.0,5.62,5.67,3.55,2401
2938,2939,0.31,Ideal,G,VVS2,62.5,53.0,4.37,4.4,2.74,677
2939,2940,2.16,Premium,H,SI2,59.7,60.0,8.38,8.3,4.98,16400
2940,2941,1.22,Ideal,H,VS1,62.3,55.0,6.8,6.84,4.25,7418
2941,2942,0.84,Premium,E,VS2,62.4,60.0,6.04,5.98,3.75,3528
2942,2943,1.02,Very Good,G,VS2,60.9,56.0,6.47,6.51,3.95,6432
2943,2944,0.35,Ideal,F,VS2,62.6,56.0,4.49,4.52,2.82,706
2944,2945,0.3,Premium,H,SI1,62.5,57.0,4.29,4.25,2.67,554
2945,2946,1.0,Fair,D,SI2,64.5,54.0,6.34,6.28,4.07,4312
2946,2947,0.3,Very Good,G,SI1,59.5,63.0,4.32,4.29,2.56,574
2947,2948,0.23,Ideal,G,IF,61.8,56.0,3.92,3.94,2.43,536
2948,2949,0.52,Ideal,F,IF,61.7,57.0,5.13,5.17,3.18,2733
2949,2950,2.03,Premium,J,SI2,60.9,60.0,8.21,8.1,4.97,12078
2950,2951,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,11520
2951,2952,0.9,Good,G,VS2,64.4,62.0,5.97,6.02,3.86,4135
2952,2953,0.7,Premium,G,SI1,60.3,58.0,5.73,5.77,3.47,2170
2953,2954,0.42,Ideal,H,VVS1,61.8,55.0,4.85,4.8,2.98,1035
2954,2955,0.29,Ideal,H,VS1,61.8,57.0,4.27,4.31,2.64,498
2955,2956,0.35,Ideal,G,VS2,61.0,57.0,4.54,4.57,2.78,633
2956,2957,0.39,Premium,E,VVS2,59.5,58.0,4.77,4.74,2.83,1126
2957,2958,0.26,Very Good,F,VVS2,59.2,60.0,4.19,4.22,2.49,554
2958,2959,0.3,Ideal,E,SI1,61.4,56.0,4.36,4.33,2.67,720
2959,2960,0.51,Good,E,SI1,63.5,54.0,5.07,5.1,3.23,1343
2960,2961,0.53,Ideal,G,VVS2,62.2,54.0,5.17,5.22,3.23,1948
2961,2962,0.85,Ideal,H,SI2,61.8,54.0,6.07,6.1,3.76,2635
2962,2963,1.03,Premium,H,SI2,60.7,59.0,6.48,6.54,3.95,4078
2963,2964,0.51,Ideal,G,VS1,61.0,55.0,5.21,5.11,3.15,1781
2964,2965,1.0,Good,E,VS2,57.4,62.0,6.56,6.53,3.76,6272
2965,2966,0.34,Ideal,H,VS1,62.3,55.0,4.48,4.45,2.78,765
2966,2967,0.28,Ideal,F,VVS2,61.4,57.0,4.2,4.24,2.59,642
2967,2968,0.31,Premium,I,VS2,59.8,60.0,4.42,4.38,2.63,558
2968,2969,0.82,Premium,I,VS2,62.2,59.0,6.03,5.97,3.73,2716
2969,2970,0.81,Very Good,E,VS2,62.8,57.0,5.9,5.95,3.72,3839
2970,2971,1.3,Premium,F,VVS1,59.3,59.0,7.11,7.08,4.22,14068
2971,2972,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,958
2972,2973,0.5,Fair,I,VS1,66.9,56.0,4.85,4.81,3.23,969
2973,2974,0.31,Ideal,D,VS1,60.5,55.0,4.39,4.43,2.67,683
2974,2975,0.5,Premium,G,VVS2,60.9,59.0,5.09,5.12,3.11,1838
2975,2976,1.02,Ideal,H,VVS2,62.0,56.0,6.42,6.45,3.99,6613
2976,2977,1.52,Ideal,G,VS2,61.3,59.0,7.35,7.4,4.52,12161
2977,2978,0.4,Ideal,E,VVS2,62.2,56.0,4.71,4.78,2.95,1158
2978,2979,0.54,Premium,F,VS2,61.8,58.0,5.22,5.29,3.25,1662
2979,2980,0.32,Ideal,I,IF,61.6,56.0,4.4,4.43,2.72,655
2980,2981,1.52,Fair,D,SI2,56.3,61.0,7.7,7.62,4.31,7702
2981,2982,0.71,Good,H,SI1,63.5,57.0,5.64,5.67,3.59,2096
2982,2983,1.01,Premium,H,SI1,59.5,59.0,6.56,6.52,3.89,4771
2983,2984,1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,7251
2984,2985,0.73,Premium,F,VS2,58.9,60.0,5.9,5.81,3.45,2446
2985,2986,0.54,Ideal,G,VVS2,62.2,55.0,5.22,5.27,3.26,1868
2986,2987,0.58,Good,G,SI1,63.5,56.0,5.28,5.34,3.37,1295
2987,2988,1.05,Ideal,D,VVS2,61.9,54.0,6.53,6.55,4.05,11196
2988,2989,0.3,Very Good,G,VVS2,63.2,57.0,4.28,4.23,2.69,878
2989,2990,1.23,Ideal,G,VVS1,61.2,56.0,6.94,6.9,4.23,11182
2990,2991,0.91,Premium,I,VS1,61.9,57.0,6.24,6.19,3.85,3669
2991,2992,1.25,Ideal,G,VVS2,61.5,55.0,6.92,6.94,4.26,10636
2992,2993,0.33,Ideal,G,VVS1,62.0,56.0,4.48,4.45,2.77,1114
2993,2994,0.33,Very Good,G,VVS1,62.8,59.0,4.38,4.44,2.77,868
2994,2995,0.3,Very Good,D,SI2,61.4,59.0,4.26,4.31,2.63,447
2995,2996,0.55,Very Good,E,VS2,61.5,56.0,5.25,5.28,3.24,1786
2996,2997,1.5,Very Good,I,VS2,60.1,60.0,7.38,7.35,4.43,8974
2997,2998,0.46,Fair,I,VS2,66.8,55.0,4.82,4.77,3.2,855
2998,2999,0.33,Ideal,G,VVS1,61.9,55.0,4.45,4.5,2.77,858
2999,3000,0.71,Ideal,G,VVS1,61.2,56.0,5.75,5.81,3.54,4015
3000,3001,0.5,Ideal,F,VS2,62.7,57.0,5.08,5.1,3.19,1436
3001,3002,1.04,Ideal,H,SI2,61.1,56.0,6.6,6.66,4.05,4290
3002,3003,0.41,Ideal,F,VVS1,61.6,55.0,4.79,4.82,2.96,1196
3003,3004,1.01,Premium,E,VS2,60.2,58.0,6.56,6.52,3.94,6335
3004,3005,0.38,Ideal,D,SI1,62.2,54.0,4.69,4.65,2.9,1066
3005,3006,1.11,Ideal,F,VVS1,61.9,57.0,6.66,6.62,4.11,10602
3006,3007,0.9,Premium,D,SI2,61.2,62.0,6.22,6.07,3.76,4133
3007,3008,0.3,Ideal,E,IF,62.2,55.0,4.32,4.36,2.7,957
3008,3009,0.7,Very Good,E,SI1,63.2,60.0,5.6,5.51,3.51,2777
3009,3010,1.06,Ideal,H,SI2,59.4,57.0,6.67,6.63,3.95,4452
3010,3011,0.3,Very Good,G,VVS2,61.3,58.0,4.28,4.34,2.64,684
3011,3012,1.03,Ideal,G,VVS2,60.7,57.0,6.5,6.58,3.97,8385
3012,3013,2.01,Fair,D,SI2,59.4,66.0,8.2,8.17,4.86,15627
3013,3014,1.04,Good,G,VS1,63.8,57.0,6.42,6.37,4.08,6360
3014,3015,1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,4729
3015,3016,0.31,Premium,G,VVS1,61.2,59.0,4.32,4.34,2.65,816
3016,3017,0.7,Very Good,E,VS1,58.4,59.0,5.83,5.91,3.43,2904
3017,3018,1.01,Very Good,E,VS2,61.7,56.0,6.41,6.45,3.97,5777
3018,3019,0.3,Premium,D,SI1,60.6,60.0,4.32,4.3,2.61,709
3019,3020,0.31,Good,E,VS1,59.0,63.0,4.44,4.47,2.63,600
3020,3021,2.05,Very Good,H,VS2,63.5,62.0,8.05,7.91,5.07,15701
3021,3022,1.63,Ideal,H,SI1,61.8,57.0,7.5,7.54,4.64,12910
3022,3023,1.06,Premium,J,SI2,62.9,59.0,6.43,6.39,4.03,3391
3023,3024,0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,778
3024,3025,0.41,Ideal,E,VS1,62.0,54.0,4.79,4.76,2.96,1153
3025,3026,4.01,Premium,J,I1,62.5,62.0,10.02,9.94,6.24,15223
3026,3027,0.54,Ideal,H,VVS1,61.8,55.0,5.24,5.21,3.23,1944
3027,3028,0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,1109
3028,3029,1.33,Very Good,H,SI2,63.5,57.0,6.99,6.88,4.4,5586
3029,3030,0.38,Premium,I,VS1,61.3,60.0,4.65,4.62,2.84,898
3030,3031,0.3,Fair,E,VS2,66.7,59.0,4.23,4.05,2.78,630
3031,3032,0.31,Ideal,G,VVS2,61.7,54.0,4.38,4.34,2.69,907
3032,3033,0.31,Premium,J,VS2,62.5,60.0,4.36,4.31,2.71,488
3033,3034,1.79,Premium,J,VS2,62.5,60.0,7.76,7.69,4.83,10581
3034,3035,0.41,Ideal,E,VS1,62.0,54.0,4.76,4.79,2.96,1079
3035,3036,0.33,Ideal,H,VS2,60.6,56.0,4.51,4.54,2.74,539
3036,3037,0.41,Premium,F,VVS2,61.6,59.0,4.73,4.79,2.93,951
3037,3038,0.38,Ideal,F,VS1,62.0,54.0,4.65,4.68,2.89,865
3038,3039,1.0,Good,G,VVS1,63.8,60.0,6.35,6.31,4.04,7134
3039,3040,0.63,Ideal,D,IF,62.5,55.0,5.47,5.5,3.43,6549
3040,3041,1.51,Ideal,J,VS2,61.1,57.0,7.36,7.3,4.48,8033
3041,3042,0.34,Ideal,E,SI2,62.4,57.0,4.5,4.47,2.8,612
3042,3043,1.02,Good,D,SI1,57.2,54.0,6.66,6.62,3.8,5198
3043,3044,0.38,Premium,G,VS2,60.4,57.0,4.7,4.67,2.83,983
3044,3045,0.3,Premium,D,VS2,62.9,59.0,4.27,4.22,2.67,911
3045,3046,0.3,Ideal,H,VVS1,62.3,57.0,4.27,4.3,2.67,665
3046,3047,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.59,4.09,5922
3047,3048,0.4,Premium,F,VS2,61.0,58.0,4.72,4.79,2.9,842
3048,3049,0.54,Premium,F,VS2,59.4,57.0,5.35,5.29,3.16,1786
3049,3050,0.9,Very Good,F,SI1,61.6,56.0,6.14,6.2,3.8,3724
3050,3051,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,5090
3051,3052,0.36,Very Good,E,SI1,61.3,56.0,4.58,4.62,2.82,631
3052,3053,1.14,Ideal,G,VS1,60.9,57.0,6.7,6.82,4.12,7750
3053,3054,0.9,Ideal,J,VS1,62.6,54.0,6.15,6.18,3.86,3656
3054,3055,0.32,Ideal,F,VS1,61.9,57.0,4.38,4.41,2.72,716
3055,3056,1.37,Very Good,I,SI2,63.0,57.0,6.98,7.05,4.42,5584
3056,3057,0.3,Ideal,F,SI1,61.9,57.0,4.28,4.31,2.66,609
3057,3058,1.01,Very Good,E,VS1,59.4,59.0,6.52,6.54,3.88,8348
3058,3059,0.74,Premium,E,VS1,62.8,59.0,5.76,5.68,3.59,3357
3059,3060,0.43,Ideal,F,VVS1,62.3,55.0,4.85,4.88,3.03,1358
3060,3061,1.06,Very Good,I,SI2,62.8,56.0,6.47,6.55,4.09,4132
3061,3062,1.27,Ideal,G,VS2,62.0,58.0,6.89,6.95,4.29,8915
3062,3063,0.24,Ideal,F,VVS2,61.8,56.0,3.97,4.02,2.47,552
3063,3064,1.11,Very Good,J,VS2,61.8,56.0,6.59,6.64,4.09,4283
3064,3065,0.51,Premium,I,SI1,62.7,59.0,5.06,5.09,3.18,984
3065,3066,0.4,Ideal,H,VVS2,62.1,57.0,4.74,4.69,2.93,1125
3066,3067,1.01,Very Good,E,VVS1,63.2,54.0,6.41,6.31,4.02,10498
3067,3068,1.03,Ideal,F,VVS1,61.3,54.0,6.56,6.62,4.04,9881
3068,3069,0.53,Ideal,I,SI2,61.8,54.0,5.22,5.24,3.23,947
3069,3070,0.7,Very Good,E,VS2,58.9,60.0,5.83,5.85,3.44,2845
3070,3071,0.34,Ideal,F,VVS2,61.8,56.0,4.47,4.49,2.77,712
3071,3072,0.3,Ideal,E,VS2,61.5,56.0,4.33,4.29,2.65,844
3072,3073,0.52,Good,E,VS2,64.3,56.0,5.02,5.14,3.27,1625
3073,3074,2.02,Very Good,H,VS2,61.5,59.0,8.08,8.21,5.01,17887
3074,3075,0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,1052
3075,3076,0.51,Very Good,G,VS1,63.4,57.0,5.08,5.04,3.21,1709
3076,3077,1.24,Premium,G,SI2,60.0,60.0,6.94,6.88,4.15,3896
3077,3078,0.79,Ideal,H,VS2,62.0,56.0,5.91,5.93,3.67,2967
3078,3079,0.33,Premium,G,VVS1,62.8,59.0,4.44,4.38,2.77,1114
3079,3080,1.39,Ideal,E,VS2,60.8,57.0,7.24,7.21,4.39,11726
3080,3081,0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,972
3081,3082,1.01,Very Good,G,VS2,60.2,58.0,6.51,6.54,3.93,6213
3082,3083,2.33,Very Good,J,VS2,61.8,59.0,8.41,8.56,5.24,14801
3083,3084,0.3,Very Good,H,VVS1,62.6,60.0,4.21,4.26,2.65,684
3084,3085,1.21,Ideal,I,VS1,61.7,53.0,6.89,6.92,4.26,7111
3085,3086,0.53,Ideal,F,SI1,62.6,55.0,5.17,5.22,3.25,1359
3086,3087,1.51,Very Good,G,VS2,62.8,57.0,7.25,7.3,4.57,11923
3087,3088,0.57,Premium,H,SI1,59.3,58.0,5.46,5.4,3.22,1309
3088,3089,0.34,Premium,G,VS2,61.6,58.0,4.45,4.51,2.76,596
3089,3090,0.36,Very Good,G,SI1,61.2,63.0,4.56,4.59,2.8,537
3090,3091,1.51,Good,I,SI1,63.8,59.0,7.27,7.21,4.62,6266
3091,3092,0.3,Very Good,D,VVS2,63.5,58.0,4.31,4.23,2.71,1010
3092,3093,1.11,Premium,G,VS2,61.5,58.0,6.69,6.62,4.09,7055
3093,3094,2.02,Very Good,J,SI1,63.0,56.0,7.95,8.01,5.03,12267
3094,3095,0.72,Ideal,J,VS2,61.4,57.0,5.76,5.8,3.55,2099
3095,3096,0.3,Very Good,G,SI1,59.5,63.0,4.29,4.32,2.56,447
3096,3097,0.31,Ideal,E,VS1,61.3,55.0,4.36,4.38,2.68,692
3097,3098,1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,3017
3098,3099,0.3,Ideal,D,VVS1,61.6,56.0,4.33,4.37,2.68,912
3099,3100,1.71,Very Good,F,VS2,58.5,61.0,7.88,7.79,4.58,17052
3100,3101,1.0,Fair,H,SI1,67.6,59.0,6.03,5.95,4.05,4665
3101,3102,0.3,Premium,H,SI1,61.2,62.0,4.31,4.28,2.63,540
3102,3103,0.32,Good,D,I1,64.0,54.0,4.36,4.33,2.78,468
3103,3104,0.41,Ideal,J,VS1,62.2,54.5,4.75,4.76,2.96,674
3104,3105,1.01,Premium,D,SI1,62.0,60.0,6.37,6.4,3.96,6066
3105,3106,0.71,Very Good,I,VVS1,63.0,58.0,5.68,5.72,3.59,2456
3106,3107,0.5,Ideal,I,VVS2,61.8,57.0,5.09,5.11,3.15,1322
3107,3108,1.22,Very Good,J,VS2,61.9,57.0,6.82,6.87,4.24,4793
3108,3109,0.91,Very Good,D,SI1,,58.0,6.16,6.19,3.88,5033
3109,3110,0.33,Ideal,G,SI2,60.2,57.0,4.5,4.47,2.7,594
3110,3111,0.9,Premium,F,SI1,62.8,59.0,6.16,6.13,3.86,3992
3111,3112,1.32,Very Good,H,SI1,62.3,58.0,6.96,7.0,4.35,7389
3112,3113,0.53,Ideal,J,SI1,61.6,55.0,5.2,5.23,3.21,999
3113,3114,1.52,Premium,G,VVS2,62.9,59.0,7.29,7.25,4.57,15404
3114,3115,0.4,Ideal,E,VVS2,61.5,56.0,4.79,4.74,2.93,1238
3115,3116,1.22,Ideal,E,SI1,61.7,56.0,6.88,6.92,4.26,7085
3116,3117,0.32,Ideal,H,VS1,61.9,55.0,4.4,4.42,2.73,561
3117,3118,0.3,Ideal,F,VS1,61.4,56.0,4.37,4.33,2.67,844
3118,3119,0.4,Premium,E,VS1,61.2,59.0,4.76,4.72,2.9,1125
3119,3120,0.58,Premium,H,SI2,59.0,61.0,5.45,5.42,3.21,1066
3120,3121,2.01,Very Good,H,SI1,62.6,59.0,7.95,7.98,4.99,16901
3121,3122,0.31,Premium,E,VS1,61.9,58.0,4.32,4.31,2.67,942
3122,3123,0.9,Very Good,E,SI2,61.6,59.0,6.18,6.26,3.83,3924
3123,3124,0.38,Ideal,F,IF,62.2,55.0,4.66,4.64,2.89,1397
3124,3125,0.54,Premium,G,VS2,61.0,60.0,5.24,5.18,3.18,1637
3125,3126,0.35,Premium,F,VS2,61.5,59.0,4.53,4.55,2.79,706
3126,3127,0.4,Premium,E,VS1,62.5,58.0,4.69,4.72,2.94,1053
3127,3128,0.3,Ideal,D,SI2,60.2,56.0,4.37,4.4,2.64,447
3128,3129,0.31,Premium,H,VS1,61.5,61.0,4.34,4.31,2.66,698
3129,3130,1.17,Ideal,J,SI1,,55.0,6.74,6.77,4.21,4883
3130,3131,0.43,Ideal,E,SI2,61.9,57.0,4.83,4.86,3.0,716
3131,3132,1.45,Ideal,J,VS2,61.9,59.0,7.16,7.21,4.45,7477
3132,3133,0.41,Premium,G,VVS2,61.6,58.0,4.74,4.8,2.94,1007
3133,3134,0.3,Ideal,F,SI1,61.4,55.0,4.31,4.34,2.65,550
3134,3135,2.0,Good,J,SI1,64.1,58.0,7.85,7.79,5.01,9193
3135,3136,0.57,Ideal,G,VS1,62.1,56.0,5.31,5.34,3.3,1868
3136,3137,1.01,Fair,J,VS2,59.6,62.0,6.54,6.49,3.88,3886
3137,3138,0.4,Premium,F,VS1,62.4,59.0,4.69,4.67,2.92,1050
3138,3139,1.11,Very Good,H,SI2,61.5,59.0,6.56,6.61,4.05,4029
3139,3140,0.37,Premium,F,VS2,61.2,60.0,4.63,4.59,2.82,957
3140,3141,0.71,Ideal,G,VS1,62.6,57.0,5.67,5.7,3.56,2930
3141,3142,0.6,Ideal,F,VVS2,60.8,57.0,5.44,5.49,3.32,2856
3142,3143,0.42,Very Good,F,SI1,62.9,57.0,4.73,4.77,2.99,773
3143,3144,0.32,Ideal,H,VS2,61.2,56.0,4.42,4.44,2.71,523
3144,3145,1.22,Premium,F,VS2,,58.0,6.89,6.86,4.26,8733
3145,3146,1.28,Premium,E,VS1,60.8,60.0,7.03,6.98,4.26,12100
3146,3147,1.09,Very Good,I,SI1,61.4,58.0,6.61,6.69,4.08,4640
3147,3148,0.32,Ideal,D,SI1,61.4,57.0,4.41,4.42,2.71,589
3148,3149,0.32,Ideal,F,VS2,62.3,56.0,4.37,4.4,2.73,645
3149,3150,1.59,Premium,J,VS2,62.6,59.0,7.45,7.43,4.66,7953
3150,3151,0.32,Ideal,G,SI1,61.3,56.0,4.39,4.42,2.7,477
3151,3152,0.41,Ideal,D,VS1,61.2,57.0,4.77,4.81,2.93,1018
3152,3153,0.51,Ideal,F,VS2,62.6,55.0,5.15,5.1,3.21,1875
3153,3154,0.31,Ideal,G,VS2,62.4,55.0,4.3,4.32,2.69,544
3154,3155,2.01,Premium,J,VS1,60.1,59.0,8.25,8.18,4.94,15185
3155,3156,0.8,Very Good,F,SI2,61.0,57.0,6.01,6.03,3.67,2772
3156,3157,0.52,Ideal,H,VS2,61.6,55.0,5.17,5.19,3.19,1374
3157,3158,0.3,Good,E,VVS2,61.1,61.0,4.32,4.36,2.65,622
3158,3159,1.25,Premium,J,VS2,62.2,59.0,6.86,6.88,4.27,5299
3159,3160,0.51,Ideal,G,VS2,62.0,56.0,5.18,5.11,3.19,1443
3160,3161,1.21,Very Good,G,VVS2,60.4,56.0,6.96,6.91,4.19,9878
3161,3162,1.0,Very Good,D,VVS2,59.9,61.0,6.42,6.5,3.87,9740
3162,3163,0.4,Ideal,E,VVS2,61.7,55.0,4.76,4.74,2.93,1238
3163,3164,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,758
3164,3165,0.77,Premium,H,SI1,60.9,60.0,5.89,5.87,3.58,2457
3165,3166,0.26,Ideal,E,VVS2,61.5,56.0,4.08,4.11,2.52,599
3166,3167,0.42,Ideal,E,VS2,61.6,57.0,4.79,4.82,2.96,908
3167,3168,0.34,Premium,F,VS1,60.0,59.0,4.59,4.55,2.74,905
3168,3169,0.51,Ideal,D,VS1,61.7,54.0,5.12,5.15,3.17,1752
3169,3170,1.04,Premium,F,VS1,59.4,60.0,6.58,6.56,3.9,7632
3170,3171,1.21,Very Good,I,SI1,62.1,56.0,6.76,6.92,4.25,5324
3171,3172,0.33,Very Good,E,SI1,60.6,60.0,4.41,4.44,2.68,579
3172,3173,0.26,Ideal,F,VS1,60.9,57.0,4.13,4.11,2.51,580
3173,3174,0.71,Premium,D,SI2,62.8,57.0,5.69,5.64,3.56,2368
3174,3175,0.35,Ideal,G,IF,61.3,56.0,4.51,4.53,2.77,910
3175,3176,0.7,Very Good,E,VS1,61.1,55.0,5.72,5.77,3.51,3061
3176,3177,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1389
3177,3178,1.56,Ideal,J,SI2,62.1,55.0,7.45,7.41,4.62,5766
3178,3179,2.23,Premium,J,SI1,,59.0,8.36,8.33,5.21,14258
3179,3180,0.26,Very Good,H,VVS1,62.5,58.0,4.08,4.11,2.56,468
3180,3181,0.55,Good,H,SI1,,55.0,5.23,5.18,3.31,1263
3181,3182,0.33,Ideal,D,VS2,62.1,55.0,4.46,4.43,2.76,1002
3182,3183,0.3,Premium,E,SI1,59.8,60.0,4.31,4.35,2.59,526
3183,3184,0.52,Premium,D,VS2,62.8,58.0,5.14,5.11,3.22,1842
3184,3185,0.38,Ideal,J,VS2,62.1,54.0,4.65,4.69,2.9,532
3185,3186,1.23,Ideal,J,SI1,62.2,57.0,6.89,6.81,4.26,5407
3186,3187,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,1581
3187,3188,1.05,Fair,I,I1,61.8,66.0,6.48,6.37,3.97,2396
3188,3189,1.51,Very Good,F,SI1,59.4,57.0,7.48,7.57,4.47,10838
3189,3190,0.3,Premium,H,VS1,62.4,60.0,4.29,4.23,2.66,630
3190,3191,1.01,Good,F,VS2,60.1,60.0,6.46,6.51,3.9,5902
3191,3192,0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,1970
3192,3193,0.32,Ideal,I,VS2,61.5,56.0,4.41,4.4,2.71,576
3193,3194,0.54,Good,E,VVS2,57.5,61.0,5.47,5.39,3.12,2391
3194,3195,2.77,Premium,H,I1,62.6,62.0,8.93,8.83,5.56,10424
3195,3196,1.54,Premium,G,SI2,61.6,58.0,7.45,7.3,4.57,7287
3196,3197,0.32,Premium,E,VS2,61.3,59.0,4.39,4.35,2.68,900
3197,3198,0.51,Premium,E,VS2,59.3,58.0,5.23,5.2,3.09,1662
3198,3199,1.57,Premium,J,VS1,61.3,59.0,7.47,7.44,4.57,8752
3199,3200,0.41,Premium,G,SI1,61.5,59.0,4.78,4.75,2.93,923
3200,3201,0.41,Good,E,SI1,63.6,58.0,4.72,4.74,3.01,705
3201,3202,0.5,Ideal,D,SI2,62.4,56.0,5.1,5.06,3.17,1332
3202,3203,0.46,Ideal,E,VVS2,62.6,55.0,4.92,4.95,3.09,1657
3203,3204,1.5,Premium,I,SI2,62.5,61.0,7.29,7.24,4.54,7526
3204,3205,0.54,Ideal,H,VVS1,60.4,55.0,5.27,5.32,3.2,1846
3205,3206,1.5,Fair,J,SI2,65.5,60.0,7.07,7.03,4.62,5268
3206,3207,0.36,Ideal,D,SI1,62.7,57.0,4.59,4.54,2.86,851
